catalog Position,Title,author,Year Published,genre,Section,Total-copies,Times borrowed,Last borrowed_date,Rating,Ratings count,Price,Language,Page count,ISBN,subjects,Dimensions,Thumbnail
A1-B1-0044,Cien años de soledad,Gabriel Garcia Marquez,1967,Fantasy,Fiction,5,16,31_Jan_25,4.83 out of 5 stars,10 ratings,$22.41 ,en,440,,"Spanish language books, Fiction, Social conditions, Macondo (Imaginary place), novel, magic realism, Latinamerican literature, Condiciones sociales, Novela, Literatura ÃƒÂ©pica, Epic literature, Macondo (Lugar imaginario), FicciÃƒÂ³n, Spanish language materials, Ficcion, Translations into Arabic, Latin American fiction, Spanish fiction, Translations into Gujarati, Chang pian xiao shuo, Translations into Russian, Colombian fiction, Cliffs Notes, Magic realism (Literature), Large type books, Dorf, Familie, UnabhÃƒÂ¤ngigkeitsbewegung, Romans, nouvelles, Conditions sociales, Macondo (imaginary place), fiction, Fiction (fictional works by one author), Latin america, fiction, Fiction, general, Garcia marquez, gabriel, 1928-2014, Criticism and interpretation, Cien aÃƒÂ±os de soledad (GarcÃƒÂ­a MÃƒÂ¡rquez, Gabriel), Spanish American fiction, In English, Texts, Macondo (Lieu imaginaire), Romance literature, AmÃƒÂ©rica Latina, Romans, nouvelles, etc. pour la jeunesse, Roman colombien, LittÃƒÂ©rature ÃƒÂ©pique, Epic poems, General, Spanish language, Fantasy, Literature, Macondo (imaginary place)--fiction, Pq8180.17.a73 c513 1970, Pz4.g2164, 863, Language study, Spanish",6.62 x 1.54 x 9.05 inches,
A1-B1-0045,Les confessions,Jean-Jacques Rousseau,1782,Biography & Autobiography,Humanities,6,2,26_Aug_24,4.25 out of 5 stars,1 rating,$0.99 ,en,583,,"French Authors, Biography, Correspondence, Critique et interprÃƒÂ©tation, Childhood and youth, Jacques, 1712-1778. Les confessions, Jean Rousseau, Rousseau, Jean Jacques, 1712-1778, Classic Literature, Fiction, Philosophers, Autobiography, Accessible book, Protected DAISY, In library, Authors, French, Enfance et jeunesse, [manuel], Manuel, Lehrmittel, FranzÃƒÂ¶sischunterricht, Rousseau, Jean-Jacques, Les confessions 1,1-4, Rousseau, Jean-Jacques, 1712-1778, Authors, French -- 18th century -- Biography, Philosophy, french, Philosophy, History, Authors, biography, BIOGRAPHY & AUTOBIOGRAPHY / Literary, Fiction, general, Biographies, LiteraturÃ„Æ’ francezÃ„Æ’, Biografie (Gen literar), Biography - general & miscellaneous, General & miscellaneous french history, Mapped literary criticism, Adventurers - general & miscellaneous - biography, Historical figures - fiction, Literary styles & movements - fiction, Philosophers - biography, Gener",6.38 x 2.05 x 7.19 inches,
A1-B1-0046,Le petit prince,Antoine de Saint-Exupéry,1943,Fantasy,Children's,6,115,18_Sep_24,4.88 out of 5 stars,81 ratings,$12.99 ,en,139,,"adventure, fantasy, friendship, love, childhood, loss, loneliness, Italian language, Children's fiction, Friendship, fiction, Fantasy fiction, Princes, fiction, Fairy tales, Adventure and adventurers, fiction, Princes, Fiction, Toy and movable books, Continental european fiction (fictional works by one author), French language, readers, Romans, nouvelles, Travel, fiction, Juvenile fiction, Children's stories, French, Translations into Turkish, Children's stories, Turkish, Pride and vanity, In library, Asteroids, Conduct of life, Translations into Spanish, Fantasmes, Romans, nouvelles, etc. pour la jeunesse, PrÃƒÂ­ncipes, Novela juvenil, Fiction, general, Philosophy, Princes -- Juvenile fiction, Air pilots -- Juvenile fiction, Friendship -- Juvenile fiction, Princes -- Romans, nouvelles, etc. pour la jeunesse, Pilotes d'aeÃŒÂronef -- Romans, nouvelles, etc. pour la jeunesse, Pilotos aeÃŒÂreos -- Novela juvenil, PriÃŒÂncipes -- Novela juvenil, Amistad -- Novela juvenil, Cuentos de hadas, Air pilots, Novela fantaÃŒÂstica, Deaf children, Juvenile, Pied Piper of Hamelin (Legendary character), Legends, Foxes, Deserts, Children's literature, french, Translations into english, Short novel, Translations into serbo-croatian, Allegories, Extraterrestrial beings, Juvenile films, Drama, Planets, Rhaeto-romance/romansh literature, Rhaeto-romance/romansh prose, Texts translated into rhaeto-romance/romansh, Fantastic fiction, General, Fiction - general, Nyt:picture-books=2009-12-27, New york times bestseller, Literary collections",8.06 x 0.34 x 5.34 inches,
A1-B1-0047,El Libro de La Selva,Rudyard Kipling,1894,Adventure,Children,5,3,5_Feb_25,4.51 out of 5 stars,2 ratings,$23.81 ,en,124,,"Children's fiction, Jungles, fiction, Animals, fiction, Short stories, Adventure and adventurers, fiction, Children's stories, English, Histoires pour enfants anglaises, India, fiction, Jungle animals, fiction, Mowgli (fictitious character), fiction",5.35 x 0.74 x 8.31 inches,
A1-B1-0048,The Total Money Makeover: A Proven Plan for Financial Fitness,Dave Ramsey,2003,Economics & Business,Non-Fiction,6,240,22_Mar_24,4.78 out of 5 stars,216 ratings,$0.99 ,en,289,,"Personal Finance, Debt, nyt:hardcover_business_books=2012-02-25, Finance, Personal, New York Times bestseller, Finance, personal",5.19 x 0.97 x 8.54 inches,
A1-B1-0049,Consolidação das Leis do Trabalho,Brazil,1943,Economics & Business,Non-Fiction,5,7,30_Apr_24,4.77 out of 5 stars,5 ratings,Price not available,pt-BR,169,,"Labor laws and legislation, Digests, Agricultural laborers, Labor courts",5.76 x 0.87 x 7.87 inches,
A1-B1-0050,Arabia Deserta,Charles Montagu Doughty,1888,History,Non-Fiction,5,4,4_Nov_24,4.82 out of 5 stars,4 ratings,$15.95 ,en,720,,"Descriptions et voyages, Moeurs et coutumes, Social life and customs, Description and travel, Travel, Arabian Peninsula--Description and travel, Arabian Peninsula--Social life and customs., Arabian Peninsula -- Description and travel, Arabian Peninsula -- Social life and customs, MÃ…â€œurs et coutumes, Manners and customs, Arabian peninsula, description and travel, Doughty, charles montagu, 1843-1926, Arabian peninsula, social life and customs, Voyages and travels, Vida social y costumbres, Descripciones y viajes, PenÃƒÂ­nsula ÃŒÂArabe, Viaje, Arabian peninsula",5.52 x 2.31 x 7.89 inches,
A1-B1-0051,Mother Goose in Prose,L. Frank Baum,1897,Fantasy,Children,5,4,30_May_24,4.36 out of 5 stars,2 ratings,$2.99 ,en,154,,"Nursery rhymes, Adaptations, Tales, Folklore, Classic Literature, Fiction, Juvenile Literature, Folklore, juvenile literature",5.87 x 0.61 x 7.83 inches,
A1-B1-0052,The Story of Siegfried,James Baldwin,1882,Fantasy,Children's,4,5,14_Nov_24,4.13 out of 5 stars,5 ratings,$0.99 ,en,356,,"Fiction, historical, general, Germany, fiction, Siegfried (Legendary character), Fiction, Norse Mythology, Fantasy fiction, Children's fiction, Historical Fiction",5.17 x 1.22 x 9.47 inches,
A1-B1-0053,Master and Man,Leo Tolstoy,1895,Classics,Children,5,1,31_Jul_24,4.42 out of 5 stars,1 rating,$0.43 ,ru,114,,"Russian language, Readers, Russian language books, Continental european fiction (fictional works by one author), Translations into English, Fiction, general, Children's fiction",5.47 x 0.74 x 7.82 inches,
A1-B1-0054,Tender is the Night,F. Scott Fitzgerald,1933,Romance,Fiction,7,13,6_Jan_25,4.16 out of 5 stars,8 ratings,$8.19 ,en,324,978-8-325-1436-8,"Fiction, Psychiatrists, Wealth, Moral and ethical aspects of Wealth, Facsimiles, American Manuscripts, Manuscripts, Moral and ethical aspects, Literature, Psychological fiction, Love stories, The Arts, Fitzgerald, F. Scott, 20th Century American Novel And Short Story, Literature - Classics / Criticism, French, Literature: Classics, USA, Classics, (Francis Scott),, 1896-1940, Manuscripts, American, Historical fiction, Romance fiction, Psychiatrists, fiction, France, fiction, Fiction, psychological, American fiction (fictional works by one author), English, Modern Literature, Large type books, American fiction, Europe - Fiction, English fiction, Romance Norte Americano, Psychology, Popular Work, Richesse, Romans, nouvelles, Aspect moral, Psychiatres, Fiction, general, Histoires d'amour, American literature, Medicine in Literature, Fiction, family life, marriage & divorce, Fiction, classics, English literature",6.13 x 1.2 x 9.25 inches,
A1-B1-0056,Pagan Papers,Kenneth Grahame,1894,Other,Fiction,5,4,29_May_24,5.0 out of 5 stars,3 ratings,$5.99 ,en,46,,"Classic Literature, Fiction",7.00 x 0.53 x 7.96 inches,
A1-B1-0057,A Midsummer Night's Dream,William Shakespeare,1600,Comedy,Fiction,7,12,21_Oct_24,4.55 out of 5 stars,9 ratings,$9.05 ,en,142,,"Drama, Courtship, Plays, Hippolyta (Greek mythology), Theseus (Greek mythology), Juvenile drama, Children's plays, English, Stage history, Textual Criticism, Nonfiction, Description and travel, Sources, Juvenile literature, Criticism and interpretation, Critique et interprÃƒÂ©tation, Classic Literature, English Young adult drama, Amateur theater, English drama, Open Library Staff Picks, Fairy plays, Silhouettes, Theater, Quartos, Problems, exercises, Cortejo amoroso, German Prints, Comedias, Teatro, Fantasy, Literary Criticism, English drama (Comedy), Midsummer night's dream (Shakespeare, William), Man-woman relationships, fiction, History and criticism, Shakespeare, William, 1564-1616, Courtship -- Drama, Athens (Greece) -- Drama, Children''s plays, Dramatic production, Atenas (Grecia), HipÃƒÂ³lita (MitologÃƒÂ­a griega), Teseo (MitologÃƒÂ­a griega), Magic, Adaptations, Gesher (Theater company : Tel Aviv, Israel), Specimens, Theater programs, Comedy, British and irish drama (dramatic works by one author), Shakespeare, william, 1564-1616, midsummer night's dream, Shakespeare, william, 1564-1616, adaptations, English literature, study and teaching, Drama (dramatic works by one author), Shakespeare, william, 1564-1616, juvenile literature, English literature, British and irish fiction (fictional works by one author), Large type books, Drama, british and irish, Fiction, general, Children's plays, Children's fiction, Fairies, fiction, Cartoons and comics, Dreams, fiction, Shakespeare, william, 1564-1616, criticism and interpretation, Drama, collections, Comic books, strips, Juvenile fiction, Study and teaching (Secondary), Literature, Shakespeare, william, 1564-1616, comedies, Theatre, Shakespeare, William. A midsummer night's dream, Education, Rhaeto-Romance/Romansh literature, Rhaeto-Romance/Romansh drama, Texts translated into Rhaeto-Romance/Romansh, Children's literature, Continental european drama (dramatic works by one author), DRAMA / General, Relaciones hombre-mujer, Comedies, Forced removal and internment, 1942-1945, Shakespeare, Graphic novels, Comics & graphic novels, manga, general, Comics & graphic novels, literary, Comics & graphic novels, adaptations, Shakespeare, william , 1564-1616, Theseus, Hippolyta (greek mythology)--drama, Courtship--drama, Dreams in literature, Poetry, Film adaptations, Film and video adaptations, Japanese, Evacuation and relocation, 1942-1945, Fiction",5.5 x 0.6 x 8.38 inches,
A1-B1-0058,Summary of the law relative to pleading and evidence in criminal cases,John Frederick Archbold,1822,Reference,Reference,5,1,3_Jan_25,No rating available,No reviews,$34.95 ,en,624,,"Criminal procedure, Pleading, Criminal Evidence, Evidence (in law), England, English law: criminal law, Criminal Law, Evidence, Criminal, Great Britain, Reference, Pleading (Criminal procedure)",6.14 x 0.81 x 9.21 inches,http://books.google.com/books/content?id=oqkDAAAAQAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A1-B1-0059,Autobiography of a Yogi,Yogananda Paramahansa,1946,Biography & Autobiography,Non-Fiction,6,9,13_Nov_24,4.84 out of 5 stars,7 ratings,$18.95 ,en,570,,"Autobiography, Yogis, Yoga, Yoguis, BiografÃƒÂ­a, Spiritual biography, Biography & Autobiography, New Age, Nonfiction, Biography, Correspondence, reminiscences, Autobiographies, General, Biography / Autobiography, YÃ…Âga (Japanese painting styles), Yogananda, paramahansa, 1893-1952, Gurus, Hinduism, Kriya Yoga, Hindus, Self-realization, Spirituality, Radio programs, Popular culture, Social life and customs",6.02 x 1.84 x 8.26 inches,http://books.google.com/books/content?id=xsIi4ePN4hYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A1-B1-0060,Frankenstein or The Modern Prometheus,Mary Shelley,1818,Horror,Fiction,9,138,20_Apr_24,4.57 out of 5 stars,94 ratings,$6.49 ,en,280,,"Frankenstein (Fictitious character), Frankenstein's monster (Fictitious character), Fiction, Victor Frankenstein (Fictitious character), Scientists, Monsters, Fiction, horror, Frankenstein (fictitious character), fiction, Physicians, fiction, British fiction (fictional works by one author), Scientists, fiction, Geneva (Switzerland), fiction, Children's fiction, Horror stories, Fiction, science fiction, general, Fiction, general, Horror tales, Frankenstein (Shelley, Mary Wollstonecraft), Large type books, English fiction, Study guides, Examinations, Criticism and interpretation, Fiction, gothic, English language, textbooks for foreign speakers, Reading comprehension, Monsters, fiction, English literature, Comics & graphic novels, science fiction, Comics & graphic novels, horror, Comic books, strips, etc., Comics & graphic novels, literary, Shelley, Mary Wollstonecraft, 1797-1851, English fiction (collections), 19th century, Literature and fiction, horror and ghost stories, Readers, Science fiction, history and criticism, Horror tales, history and criticism, Children's stories, Monstrous, Novela, History and criticism, Horror fiction, British and irish fiction (fictional works by one author), Fiction, historical, general, literary criticism, English Science fiction, English Horror tales, Scientists in literature, Monsters in literature, Science, experiments, fiction, Authors, Travel, Reincarnation, Self-actualization (Psychology), Vida espiritual, Arte de vivir, Conducta (Ãƒâ€°tica), Self-realization, Reading materials, Fiction, science fiction, hard science fiction, Switzerland, fiction, Literature and fiction, women authors, Literature, history and criticism, Science fiction, Cartoons and comics, Monstres, Romans, nouvelles, Comic books, strips, Classic science fiction, Horror and supernatural fiction, Classic fiction, Science in literature, Illustration, Gothic fiction, English language, juvenile literature, Shelley, Mary Wollstonecraft, 1797-1851. Frankenstein, Frankenstein, Victor (Fictitious character) -- Fiction, Frankenstein's monster (Fictitious character) -- Fiction, Scientists -- Fiction, Monsters -- Fiction, FrankensteinÃ¢â‚¬â„¢s monster (Fictitious character), FrankensteinÃ¢â‚¬â„¢s monster, Monsters--fiction, Frankenstein, victor (fictitious character), Frankenstein, victor (fictitious character)--fiction, Pr5397 .f7 1992, 823.7 f, Frankenstein, victor, Frankenstein's monster, Scientists--fiction, Frankenstein, victor (fictional character), Frankenstein, victor (fictional character)--fiction, Frankenstein (fictional character), Frankenstein (fictional character)--fiction, Pr5397 .f7 2003c, 823/.7, Fic004000, Pr5397 .f7 1969, Pr5397 .f7 2008f, 823.7, Science & technology in literature, Literary styles & movements - fiction, Books at the movies, Occupations - fiction, English fiction & prose literature - general & miscellaneous - literary criticism, Horror literature - literary criticism, English, Scot, Pr5397 .f7 2007, Shelley, mary wollstonecraft , 1797-1851, Pr5397 .f7 2012, Classics, Horror, Gothic, English & college success -> english -> fiction, Mary shelley, Mary wollstonecraft shelley, Women authors, Rhetoric, Ya, Young adult, Juvenile, History, Historical, Classic, Literature, Books, Novels, Hardcovers, Paperback, Ebook, Audio-book, Stories, Tales, Madness, Mad, Science, Life conduct, Ethics, Translations into russian, FicciÃƒÂ³n, Frankenstein (personaje literario), Monstruos, Epistolary fiction, Conducta (etica), Dracula, count (fictitious character), fiction, Jekyll, doctor (fictitious character), fiction, Fiction, ghost, Frankenstein films, Juvenile fiction, African american women, Man-woman relationships, Pr5397 .f7 2012d, Pr5397 .f7 2008d, 823, Drama (dramatic works by one author)",5.96 x 1.24 x 9.63 inches,http://books.google.com/books/content?id=n8ULQFTGiMYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
